,Title,Location,Price,Link,Image,Info,BHK,Bathroom,Area,Locality,level_0,index
44,kp properties  2bhk for rent in prime location,"Subhash Nagar, Delhi",32000,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1000-sq-ft-in-subhash-nagar-delhi-iid-1792311502,https://apollo.olx.in:443/v1/files/7nfa5wkb681w-IN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 1000 sqft,2.0,2.0,1000.0,Subhash Nagar,,
45,kp properties  2 bhk unfurnished near by ramesh nagar metro,"Ramesh Nagar, Delhi",32000,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1000-sq-ft-in-ramesh-nagar-delhi-iid-1764570811,https://apollo.olx.in:443/v1/files/pjigrh1lez472-IN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 1000 sqft,2.0,2.0,1000.0,Ramesh Nagar,,
46,kp properties  Near to ramesh nagar metro station,"Ramesh Nagar, Delhi",24000,https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-550-sq-ft-in-ramesh-nagar-delhi-iid-1753983470,https://apollo.olx.in:443/v1/files/m3yhs4q2en9e1-IN/image;s=150x0;q=50;f=webp;,1 BHK - 1 Bathroom - 550 sqft,1.0,1.0,550.0,Ramesh Nagar,,
47,kp properties  Brand new 2bhk flat for rent near metro,"Ramesh Nagar, Delhi",32000,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1000-sq-ft-in-ramesh-nagar-delhi-iid-1740848741,https://apollo.olx.in:443/v1/files/g4zpg70a5o203-IN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 1000 sqft,2.0,2.0,1000.0,Ramesh Nagar,,
48,kp properties  Near to ramesh nagar metro station,"Ramesh Nagar, Delhi",40000,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1000-sq-ft-in-ramesh-nagar-delhi-iid-1740848170,https://apollo.olx.in:443/v1/files/mqpuwigqhom31-IN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 1000 sqft,2.0,2.0,1000.0,Ramesh Nagar,,
49,kp properties  Near to ramesh nagar metro station,"Ramesh Nagar, Delhi",38000,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1000-sq-ft-in-ramesh-nagar-delhi-iid-1740791238,https://apollo.olx.in:443/v1/files/n5jxnm60zgj52-IN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 1000 sqft,2.0,2.0,1000.0,Ramesh Nagar,,
50,kp properties  Luxury 1bhk flat available for rent in 25k,"Ramesh Nagar, Delhi",25000,https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-400-sq-ft-in-ramesh-nagar-delhi-iid-1733730653,https://apollo.olx.in:443/v1/files/n98reaww9ffk-IN/image;s=150x0;q=50;f=webp;,1 BHK - 1 Bathroom - 400 sqft,1.0,1.0,400.0,Ramesh Nagar,,
51,kp properties  2bhk for rent in ramesh nagar prime location,"Ramesh Nagar, Delhi",40000,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1000-sq-ft-in-ramesh-nagar-delhi-iid-1795235882,https://apollo.olx.in:443/v1/files/hr2977g1lvd31-IN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 1000 sqft,2.0,2.0,1000.0,Ramesh Nagar,,
52,kp properties  2bhk for rent in ramesh nagar in prime location,"Ramesh Nagar, Delhi",34999,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1000-sq-ft-in-ramesh-nagar-delhi-iid-1792402727,https://apollo.olx.in:443/v1/files/o7bxbosmf4621-IN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 1000 sqft,2.0,2.0,1000.0,Ramesh Nagar,,
53,kp properties  1bhk for rent in ramesh nagar,"Ramesh Nagar, Delhi",23000,https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-450-sq-ft-in-ramesh-nagar-delhi-iid-1792247087,https://apollo.olx.in:443/v1/files/zofkjm5wp3d12-IN/image;s=150x0;q=50;f=webp;,1 BHK - 1 Bathroom - 450 sqft,1.0,1.0,450.0,Ramesh Nagar,,
54,kp properties  2bhk for rent near to metro station,"Ramesh Nagar, Delhi",32000,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1000-sq-ft-in-ramesh-nagar-delhi-iid-1792228913,https://apollo.olx.in:443/v1/files/dy08yaic07qc3-IN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 1000 sqft,2.0,2.0,1000.0,Ramesh Nagar,,
55,2bhk for rent in kirti nagar,"Ramesh Nagar, Delhi",34999,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1000-sq-ft-in-ramesh-nagar-delhi-iid-1787337824,https://apollo.olx.in:443/v1/files/p8pn91i0u3xe3-IN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 1000 sqft,2.0,2.0,1000.0,Ramesh Nagar,,
56,2bhk for rent in ramesh nagar near metro,"Ramesh Nagar, Delhi",35000,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1000-sq-ft-in-ramesh-nagar-delhi-iid-1770269842,https://apollo.olx.in:443/v1/files/wgzaom62ywfj3-IN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 1000 sqft,2.0,2.0,1000.0,Ramesh Nagar,,
57,kp properties  2bhk for rent in ramesh nagar,"Ramesh Nagar, Delhi",40000,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1000-sq-ft-in-ramesh-nagar-delhi-iid-1769419306,https://apollo.olx.in:443/v1/files/ozsx2et7pcyx1-IN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 1000 sqft,2.0,2.0,1000.0,Ramesh Nagar,,
58,kp properties  2bhk for rent in ramesh nagar,"Ramesh Nagar, Delhi",33999,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1000-sq-ft-in-ramesh-nagar-delhi-iid-1769097122,https://apollo.olx.in:443/v1/files/k9cr4ql51rsd2-IN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 1000 sqft,2.0,2.0,1000.0,Ramesh Nagar,,
59,II DG REAL ESTATE II 2BHK NEAT & CLEAN SPACIOUS GROUND FLOOR AVAILABLE,"Ramesh Nagar, Delhi",24999,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-900-sq-ft-in-ramesh-nagar-delhi-iid-1783339750,https://apollo.olx.in:443/v1/files/culijoutmuuk2-IN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 900 sqft,2.0,2.0,900.0,Ramesh Nagar,,
60,II DG REAL ESTATE II 3BHK BRAND NEW LIFT & PARKING TOP FLOOR,"Ramesh Nagar, Delhi",45000,https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-1250-sq-ft-in-ramesh-nagar-delhi-iid-1782456293,https://apollo.olx.in:443/v1/files/vuxwxy0fkp6q2-IN/image;s=150x0;q=50;f=webp;,3 BHK - 3 Bathroom - 1250 sqft,3.0,3.0,1250.0,Ramesh Nagar,,
61,II DHRUV GOHRI II 2BHK SEMI FURNISHED NEAR BY MARKET / METRO,"Ramesh Nagar, Delhi",27000,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-900-sq-ft-in-ramesh-nagar-delhi-iid-1779545982,https://apollo.olx.in:443/v1/files/5pshit5p7ug23-IN/image;s=150x0;q=50;f=webp;,2 BHK - 2 Bathroom - 900 sqft,2.0,2.0,900.0,Ramesh Nagar,,
62,II DHRUV GOHRI II 1BHK LIFT & PARKING FURNISHED 25k UNFURNISHED 20K,"Ramesh Nagar, Delhi",20000,https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-450-sq-ft-in-ramesh-nagar-delhi-iid-1812034320,https://apollo.olx.in:443/v1/files/sgyvvz58f3tu1-IN/image;s=150x0;q=50;f=webp;,1 BHK - 1 Bathroom - 450 sqft,1.0,1.0,450.0,Ramesh Nagar,,
